date,price,bedrooms,bathrooms,sqft_living,condition,yr_built,zipcode
2014-08-20,952000.0,,1.3713576241784633,6.166171642867179,-0.5947714716212238,1.0513640520657779,-2.163141316022766
2015-03-04,890000.0,,1.3713576241784633,4.99762777633695,-0.5947714716212238,1.4326686900709598,-1.1636472750274653
2014-09-15,570000.0,,1.3713576241784633,4.519587103665493,0.8552432179100159,1.536660864072373,-1.716558872173802
2014-08-11,575000.0,,1.3713576241784633,4.25400895218135,-0.5947714716212238,1.155356226067191,1.4733157267473709
2015-03-30,1260000.0,,0.6911268843759791,4.068104246142449,-0.5947714716212238,-1.375120007967198,0.17610005651942723
2014-11-05,850000.0,,2.0515883639809473,3.908757355251963,2.3052579074412556,0.46207506605776943,-2.163141316022766
2015-02-24,1360000.0,,1.3713576241784633,3.8556417249551345,-0.5947714716212238,-0.6471747899573053,0.3674925324546976
2014-06-23,446000.0,,-0.669334595228989,3.6697370189162344,0.8552432179100159,0.288754776055414,1.9198981705963352
2014-10-10,368500.0,,1.3713576241784633,3.563505758322577,-0.5947714716212238,0.9473718780643645,-0.33427987930796044
2015-04-02,662700.0,,0.6911268843759791,3.377601052283677,-0.5947714716212238,-1.375120007967198,0.2186317178383762
2014-12-16,725000.0,,-0.669334595228989,3.297927606838434,-0.5947714716212238,1.987293618078497,0.17610005651942723
2015-05-04,750000.0,,2.0515883639809473,3.1916963462447767,-0.5947714716212238,0.704723472061067,-1.886685517449598
2014-08-19,1060000.0,,0.6911268843759791,3.1916963462447767,-0.5947714716212238,1.9179655020775548,-1.3337739203032613
2014-05-14,543000.0,,2.0515883639809473,3.1916963462447767,-0.5947714716212238,1.4673327480714309,-1.716558872173802
2014-07-08,1090000.0,,2.0515883639809473,3.1651385310963622,-0.5947714716212238,1.6406530380737863,-1.4401030736006337
2015-03-23,370000.0,,-0.669334595228989,3.1651385310963622,-2.0447861611524636,-0.0925498619497679,-1.8228880254711746
2015-04-08,535000.0,,1.3713576241784633,3.0854650856511197,-0.5947714716212238,1.12069216806672,1.7072398640015902
2015-03-12,360000.0,,-0.669334595228989,3.058907270502705,0.8552432179100159,-0.2658701519521233,0.8140749763036619
2014-07-18,705000.0,,1.3713576241784633,3.058907270502705,2.3052579074412556,-0.12721391995023898,1.9411640012558096
2014-09-24,400950.0,,1.3713576241784633,3.058907270502705,-0.5947714716212238,-0.057885803949296814,0.6014166697089169
2014-06-13,849900.0,,2.0515883639809473,2.952676009909048,-0.5947714716212238,1.3980046320704886,-0.8021281538163991
2014-06-06,835000.0,,2.0515883639809473,2.952676009909048,-0.5947714716212238,1.8139733280761416,-1.1636472750274653
2014-07-23,280000.0,,-0.669334595228989,2.952676009909048,-0.5947714716212238,-0.6125107319568341,0.6014166697089169
2014-06-23,649000.0,,1.3713576241784633,2.899560379612219,-0.5947714716212238,1.9179655020775548,-1.9930146707469705
2014-09-19,435000.0,,-0.669334595228989,2.8464447493153906,0.8552432179100159,-0.33519826795306545,0.2186317178383762
2014-09-15,766500.0,,1.3713576241784633,2.819886934166976,0.8552432179100159,-0.0925498619497679,-0.05782408073479212
2014-07-16,426000.0,,-0.669334595228989,2.819886934166976,-0.5947714716212238,0.04610637005211643,0.5376191777304935
2015-03-31,850000.0,,0.6911268843759791,2.7667713038701476,-0.5947714716212238,0.04610637005211643,0.30369504047627416
2014-05-08,295000.0,,1.3713576241784633,2.7402134887217335,-0.5947714716212238,0.8087156460624803,-1.716558872173802
2014-10-07,750000.0,,2.0515883639809473,2.6870978584249046,-0.5947714716212238,-0.543182615955892,-1.5676980575574806
2015-03-02,275000.0,,-0.669334595228989,2.6870978584249046,-0.5947714716212238,0.32341883405588506,1.9198981705963352
2015-04-20,1410000.0,,2.0515883639809473,2.6870978584249046,2.3052579074412556,0.08077042805258751,0.8140749763036619
2014-10-30,490000.0,,-0.669334595228989,2.6870978584249046,0.8552432179100159,-0.0925498619497679,1.4733157267473709
2014-09-24,850000.0,,1.3713576241784633,2.6605400432764905,0.8552432179100159,0.08077042805258751,1.4733157267473709
2015-04-10,625500.0,,-0.669334595228989,2.633982228128076,0.8552432179100159,0.1154344860530586,0.15483422585995274
2014-07-02,305000.0,,-0.669334595228989,2.633982228128076,-0.5947714716212238,0.6353953560601249,1.2819232508121006
2014-07-14,675000.0,,1.3713576241784633,2.5808665978312475,-0.5947714716212238,-0.6818388479577763,0.09103673388152929
2015-01-05,830000.0,,0.6911268843759791,2.554308782682833,0.8552432179100159,0.46207506605776943,-1.5889638882169552
2015-04-14,450000.0,,1.3713576241784633,2.554308782682833,-0.5947714716212238,-0.12721391995023898,1.9411640012558096
2015-01-29,530000.0,,1.3713576241784633,2.527750967534419,2.3052579074412556,-0.057885803949296814,0.3887583631141721
2014-08-06,300000.0,,1.3713576241784633,2.527750967534419,0.8552432179100159,-0.8898231959606028,-0.10035574205374109
