price,bedrooms,bathrooms,zipcode,lat,long
221900.0,3,1.0,98178,47.5112,-122.257
538000.0,3,2.25,98125,47.721000000000004,-122.319
180000.0,2,1.0,98028,47.7379,-122.23299999999999
604000.0,4,3.0,98136,47.5208,-122.39299999999999
510000.0,3,2.0,98074,47.6168,-122.045
1230000.0,4,4.5,98053,47.6561,-122.005
257500.0,3,2.25,98003,47.3097,-122.32700000000001
291850.0,3,1.5,98198,47.4095,-122.315
229500.0,3,1.0,98146,47.5123,-122.337
323000.0,3,2.5,98038,47.3684,-122.031
662500.0,3,2.5,98007,47.6007,-122.145
468000.0,2,1.0,98115,47.69,-122.292
310000.0,3,1.0,98028,47.7558,-122.229
400000.0,3,1.75,98074,47.6127,-122.045
530000.0,5,2.0,98107,47.67,-122.39399999999999
650000.0,4,3.0,98126,47.5714,-122.375
395000.0,3,2.0,98019,47.7277,-121.962
485000.0,4,1.0,98103,47.6648,-122.34299999999999
189000.0,2,1.0,98002,47.3089,-122.21
230000.0,3,1.0,98003,47.3343,-122.306
385000.0,4,1.75,98133,47.7025,-122.34100000000001
2000000.0,3,2.75,98040,47.5316,-122.23299999999999
285000.0,5,2.5,98092,47.3266,-122.169
252700.0,2,1.5,98030,47.3533,-122.166
329000.0,3,2.25,98030,47.3739,-122.17200000000001
233000.0,3,2.0,98002,47.3048,-122.21799999999999
937000.0,3,1.75,98119,47.6386,-122.36
667000.0,3,1.0,98112,47.6221,-122.314
438000.0,3,1.75,98115,47.695,-122.304
719000.0,4,2.5,98052,47.7073,-122.11
580500.0,3,2.5,98027,47.5391,-122.07
280000.0,2,1.5,98133,47.7274,-122.35700000000001
687500.0,4,1.75,98117,47.6823,-122.368
535000.0,3,1.0,98117,47.6889,-122.375
322500.0,4,2.75,98058,47.4276,-122.15700000000001
696000.0,3,2.5,98115,47.6827,-122.31
550000.0,4,1.0,98052,47.6621,-122.132
640000.0,4,2.0,98107,47.6702,-122.36200000000001
240000.0,4,1.0,98001,47.3341,-122.28200000000001
605000.0,4,2.5,98056,47.5301,-122.18
625000.0,4,2.5,98074,47.6145,-122.027
775000.0,4,2.25,98166,47.445,-122.34700000000001
861990.0,5,2.75,98053,47.6848,-122.016
685000.0,3,1.0,98119,47.6413,-122.36399999999999
309000.0,3,1.0,98058,47.4485,-122.175
488000.0,3,2.5,98019,47.7443,-121.977
210490.0,3,1.0,98023,47.3066,-122.37100000000001
785000.0,4,2.5,98007,47.6194,-122.15100000000001
450000.0,3,1.75,98115,47.6796,-122.301
1350000.0,3,2.5,98070,47.4041,-122.45100000000001
228000.0,3,1.0,98148,47.4258,-122.322
345000.0,5,2.5,98056,47.4934,-122.189
600000.0,3,1.75,98117,47.6808,-122.384
585000.0,2,1.75,98117,47.6989,-122.369
920000.0,5,2.25,98105,47.6571,-122.281
885000.0,4,2.5,98105,47.6597,-122.29
292500.0,4,2.5,98042,47.3663,-122.11399999999999
301000.0,3,2.5,98042,47.3663,-122.12200000000001
951000.0,5,3.25,98008,47.588,-122.116
430000.0,4,3.0,98059,47.5059,-122.149
650000.0,3,2.25,98166,47.4336,-122.339
289000.0,3,1.75,98148,47.4366,-122.335
505000.0,3,1.75,98166,47.4428,-122.344
549000.0,3,1.75,98115,47.6765,-122.32
425000.0,3,2.25,98122,47.6113,-122.29700000000001
317625.0,3,2.75,98144,47.5747,-122.304
975000.0,4,2.5,98004,47.5815,-122.19200000000001
287000.0,4,2.5,98001,47.3378,-122.257
204000.0,3,1.0,98042,47.3621,-122.11
1330000.0,5,2.25,98004,47.6303,-122.215
1040000.0,5,3.25,98005,47.6525,-122.16
325000.0,3,2.0,98034,47.7362,-122.179
571000.0,4,2.0,98125,47.7168,-122.287
360000.0,4,2.5,98038,47.3608,-122.036
349000.0,3,1.75,98042,47.3511,-122.073
832500.0,4,4.0,98075,47.5822,-121.98700000000001
380000.0,4,1.75,98008,47.6034,-122.125
480000.0,3,1.0,98116,47.5636,-122.39399999999999
410000.0,3,1.0,98133,47.7073,-122.34
720000.0,4,2.5,98010,47.342,-122.025
390000.0,3,2.5,98038,47.3512,-122.008
360000.0,4,2.5,98038,47.349,-122.031
355000.0,2,1.0,98118,47.5474,-122.291
356000.0,3,1.5,98059,47.4811,-122.149
315000.0,3,1.0,98125,47.7264,-122.31
940000.0,3,1.5,98119,47.6337,-122.365
305000.0,5,2.25,98092,47.2909,-122.189
461000.0,3,3.25,98056,47.5228,-122.199
215000.0,2,2.25,98056,47.518,-122.194
335000.0,2,1.75,98136,47.5394,-122.387
243500.0,4,2.5,98023,47.2897,-122.37200000000001
1100000.0,5,2.75,98199,47.6506,-122.391
153000.0,3,1.0,98023,47.321999999999996,-122.351
430000.0,3,1.5,98117,47.687,-122.38600000000001
700000.0,3,1.5,98117,47.687,-122.38600000000001
905000.0,4,2.5,98040,47.5873,-122.249
247500.0,3,1.75,98032,47.3576,-122.277
199000.0,4,1.5,98023,47.3036,-122.37799999999999
314000.0,3,1.75,98038,47.4109,-121.958
437500.0,3,2.5,98045,47.4838,-121.714
850830.0,3,2.5,98102,47.6415,-122.315
555000.0,3,2.0,98117,47.6775,-122.37200000000001
699950.0,3,2.25,98077,47.7731,-122.08
1090000.0,3,2.5,98004,47.5814,-122.196
290000.0,3,1.0,98058,47.4375,-122.184
375000.0,3,2.5,98058,47.4431,-122.133
460000.0,3,1.0,98117,47.6878,-122.38
188500.0,2,1.75,98198,47.3813,-122.322
680000.0,4,2.5,98077,47.7304,-122.08200000000001
470000.0,5,1.75,98052,47.6417,-122.109
597750.0,4,2.5,98027,47.5386,-122.053
570000.0,3,1.75,98103,47.6823,-122.34899999999999
272500.0,3,1.75,98038,47.3624,-122.031
329950.0,3,1.75,98108,47.5474,-122.295
480000.0,4,2.5,98001,47.3183,-122.25299999999999
740500.0,3,3.5,98117,47.6981,-122.368
518500.0,3,3.5,98103,47.6824,-122.34700000000001
205425.0,2,1.0,98178,47.5009,-122.24799999999999
171800.0,4,2.0,98168,47.4965,-122.303
535000.0,4,1.0,98144,47.586999999999996,-122.294
660000.0,3,2.5,98177,47.7728,-122.38600000000001
391500.0,3,2.0,98034,47.7288,-122.226
395000.0,2,1.0,98117,47.6999,-122.36399999999999
445000.0,4,1.75,98118,47.5299,-122.266
770000.0,3,2.25,98052,47.6897,-122.098
1450000.0,4,2.75,98004,47.6141,-122.212
445000.0,3,2.25,98178,47.5091,-122.244
260000.0,4,2.25,98023,47.3129,-122.39
822500.0,5,3.5,98103,47.6763,-122.352
430000.0,4,2.5,98065,47.5319,-121.85
212000.0,3,1.75,98092,47.2761,-122.152
660500.0,4,2.25,98027,47.5343,-122.054
784000.0,3,3.5,98052,47.696999999999996,-122.072
453246.0,3,2.5,98029,47.5517,-121.99799999999999
675000.0,4,3.5,98107,47.6734,-122.38
199000.0,3,1.75,98003,47.3257,-122.296
220000.0,4,1.75,98003,47.3309,-122.29899999999999
452000.0,4,2.25,98028,47.7689,-122.266
382500.0,2,1.0,98125,47.7135,-122.287
519950.0,3,2.25,98107,47.6722,-122.381
665000.0,2,1.0,98119,47.6338,-122.35799999999999
527700.0,5,2.5,98006,47.5707,-122.12799999999999
205000.0,3,1.0,98058,47.4563,-122.171
420000.0,3,1.0,98133,47.7144,-122.351
500000.0,4,2.25,98006,47.5495,-122.17399999999999
921500.0,4,2.5,98077,47.7421,-122.02600000000001
890000.0,4,1.0,98109,47.6354,-122.353
430000.0,2,2.5,98027,47.5262,-121.943
258000.0,5,2.0,98032,47.3887,-122.286
511000.0,3,1.0,98103,47.6873,-122.336
532170.0,3,2.0,98103,47.6838,-122.353
560000.0,3,1.0,98107,47.655,-122.359
282950.0,3,1.0,98003,47.3255,-122.304
2250000.0,4,3.25,98006,47.562,-122.162
350000.0,1,1.0,98115,47.678999999999995,-122.3
215000.0,3,1.0,98058,47.4479,-122.176
650000.0,5,3.5,98056,47.525,-122.17200000000001
320000.0,4,2.75,98023,47.3135,-122.369
247000.0,3,2.0,98022,47.2086,-121.99600000000001
320000.0,4,1.75,98059,47.4715,-122.118
255000.0,5,2.25,98146,47.4877,-122.335
438000.0,3,1.75,98034,47.7171,-122.193
900000.0,3,2.5,98075,47.6012,-122.023
441000.0,3,2.75,98034,47.7319,-122.22399999999999
420000.0,3,2.0,98027,47.4582,-122.023
370000.0,3,1.75,98034,47.7209,-122.16799999999999
269950.0,2,1.75,98198,47.408,-122.32700000000001
807100.0,4,2.5,98006,47.565,-122.125
653000.0,3,2.5,98034,47.7028,-122.23100000000001
371500.0,3,2.0,98133,47.7458,-122.331
284000.0,3,1.75,98166,47.4776,-122.337
272000.0,3,1.75,98023,47.3026,-122.374
313000.0,3,1.5,98133,47.7658,-122.339
917500.0,4,2.5,98033,47.6477,-122.182
673000.0,4,2.25,98006,47.5619,-122.125
425000.0,3,2.5,98122,47.6106,-122.31
399950.0,5,2.75,98144,47.5868,-122.30799999999999
385000.0,3,1.0,98122,47.6101,-122.307
269950.0,3,1.5,98022,47.1976,-121.999
330000.0,2,1.0,98177,47.7224,-122.35799999999999
260000.0,3,2.5,98030,47.3505,-122.179
470000.0,4,3.0,98126,47.5384,-122.376
589000.0,4,3.0,98034,47.7044,-122.2
163500.0,2,1.5,98038,47.3848,-122.039
835000.0,4,2.75,98052,47.6993,-122.102
1100000.0,5,3.0,98033,47.6627,-122.18799999999999
269000.0,4,1.75,98023,47.3099,-122.37899999999999
560000.0,3,2.5,98074,47.62,-122.04299999999999
615000.0,4,1.0,98103,47.65,-122.34
585188.0,3,2.25,98052,47.6647,-122.15299999999999
305000.0,3,1.75,98034,47.726000000000006,-122.191
166950.0,3,1.0,98058,47.4616,-122.184
799000.0,3,2.5,98040,47.5505,-122.219
400000.0,3,2.5,98133,47.7606,-122.336
230000.0,3,1.0,98155,47.7481,-122.3
256883.0,3,2.5,98023,47.2779,-122.34700000000001
423000.0,4,2.0,98108,47.5511,-122.31200000000001
465000.0,3,2.5,98126,47.5488,-122.37200000000001
440000.0,3,2.5,98024,47.5385,-121.911
385000.0,3,1.75,98038,47.4058,-121.994
210000.0,3,1.0,98056,47.5093,-122.184
297000.0,3,2.5,98042,47.3777,-122.165
470000.0,3,1.0,98107,47.675,-122.39399999999999
226500.0,3,1.5,98023,47.3025,-122.37
274250.0,3,1.0,98059,47.4787,-122.15799999999999
840000.0,4,1.75,98040,47.5378,-122.219
677900.0,3,2.5,98052,47.7073,-122.11399999999999
425000.0,3,1.0,98116,47.5733,-122.381
180250.0,2,0.75,98166,47.4604,-122.339
464000.0,6,3.0,98133,47.7067,-122.34299999999999
320000.0,4,2.25,98038,47.354,-122.04700000000001
625504.0,3,2.25,98105,47.6647,-122.28399999999999
592500.0,4,2.5,98074,47.6143,-122.01700000000001
465000.0,3,2.5,98001,47.3185,-122.275
477000.0,4,2.75,98118,47.5458,-122.26799999999999
280000.0,2,1.0,98168,47.4889,-122.29899999999999
1510000.0,5,3.0,98040,47.5673,-122.21
445838.0,3,2.5,98146,47.5133,-122.37899999999999
1070000.0,2,2.25,98144,47.5884,-122.291
467000.0,2,1.5,98177,47.7145,-122.367
686000.0,4,2.5,98075,47.5836,-122.02600000000001
279950.0,3,2.0,98198,47.398,-122.29899999999999
527000.0,4,2.25,98011,47.7663,-122.215
325000.0,3,2.25,98030,47.3758,-122.21700000000001
328000.0,3,2.25,98038,47.3828,-122.023
390000.0,3,2.25,98146,47.5123,-122.37299999999999
479950.0,2,2.0,98053,47.7076,-122.01299999999999
264950.0,4,2.25,98023,47.2922,-122.37100000000001
235000.0,3,1.0,98031,47.4075,-122.214
516500.0,3,2.5,98053,47.6794,-122.03399999999999
655000.0,2,1.75,98166,47.4497,-122.375
500000.0,4,2.75,98059,47.5218,-122.164
315000.0,6,2.75,98023,47.3103,-122.339
213000.0,2,1.0,98024,47.5687,-121.899
475000.0,3,1.5,98108,47.5575,-122.303
1030000.0,5,4.0,98033,47.6489,-122.18299999999999
416000.0,3,2.0,98010,47.3459,-121.95
410000.0,4,1.0,98122,47.6136,-122.303
800000.0,3,3.5,98077,47.7641,-122.023
472000.0,6,2.5,98003,47.3376,-122.324
225000.0,3,1.75,98003,47.3173,-122.319
210000.0,2,1.0,98126,47.5308,-122.376
455000.0,2,1.0,98115,47.6727,-122.29899999999999
225000.0,3,1.0,98002,47.3221,-122.21600000000001
480000.0,2,1.0,98103,47.6779,-122.353
363000.0,3,2.5,98023,47.3076,-122.395
2400000.0,4,2.5,98074,47.6338,-122.072
181000.0,2,1.5,98106,47.5218,-122.35700000000001
250000.0,4,2.0,98002,47.2785,-122.213
481000.0,3,1.75,98103,47.6846,-122.345
260000.0,3,2.0,98032,47.3656,-122.27799999999999
455000.0,4,2.5,98058,47.4369,-122.111
415000.0,3,2.25,98045,47.4616,-121.711
349500.0,3,1.0,98118,47.5405,-122.27
245000.0,3,2.5,98030,47.3507,-122.178
592500.0,2,2.0,98115,47.6979,-122.32
385000.0,4,1.75,98106,47.5278,-122.345
315000.0,3,1.75,98059,47.4756,-122.147
255000.0,3,1.0,98045,47.4437,-121.772
693000.0,4,2.5,98052,47.7048,-122.109
780000.0,3,1.0,98112,47.6362,-122.302
237000.0,3,1.75,98198,47.4207,-122.29
525000.0,3,2.25,98074,47.6154,-122.04700000000001
425000.0,2,1.0,98144,47.5964,-122.29899999999999
369900.0,1,0.75,98070,47.4683,-122.43799999999999
290000.0,4,2.5,98031,47.4045,-122.171
285000.0,3,1.0,98106,47.5544,-122.35799999999999
415000.0,2,1.0,98115,47.6802,-122.29
272500.0,3,2.5,98023,47.2988,-122.37100000000001
2900000.0,4,3.25,98004,47.6312,-122.223
1370000.0,4,4.75,98077,47.7285,-122.042
436000.0,2,1.0,98133,47.7107,-122.352
